pk,model,main_image,sku,name,friendly_name,abbreviated_friendly_name,brand,size_value,size_unit,weight_g,price,vat_code,product_information,ingredients,free_from,allergens,usage,category,barcode,tags
0472,products.product,viridian-0472,viridian-0472,Hi-Potency Digestive Aid - 90 Veg Caps,Hi-Potency Digestive Aid - 90 Veg Caps,Hi-Pot Digestive Aid 90 Caps,viridian,90,caps,206,28.9,T1,"A vegan combination of enzymes, betaine hydrochloride, peppermint and ginger to help promote a healthy and well-balanced environment for digestion to take place with optimum efficiency. In a base of alfalfa, spirulina and bilberry.","Betaine hydrochloride 100mg, 
Organic ginger root powder 75mg, 
Peppermint leaf powder 75mg, 
Lipase 50mg, 
Amylase 80mg, 
Protease 15mg, 
Amyloglucosidase 10mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",27,5060003594727,digestive_aids_n_probiotics
0473,products.product,viridian-0473,viridian-0473,Hi-Potency Digestive Aid - 150 Veg Caps,Hi-Potency Digestive Aid - 150 Veg Caps,Hi-Pot Digestive Aid 150 Caps,viridian,150,caps,264,40.65,T1,"A vegan combination of enzymes, betaine hydrochloride, peppermint and ginger to help promote a healthy and well-balanced environment for digestion to take place with optimum efficiency. In a base of alfalfa, spirulina and bilberry. ","Betaine hydrochloride 100mg, 
Organic ginger root powder 75mg, 
Peppermint leaf powder 75mg, 
Lipase 50mg, 
Amylase 80mg, 
Protease 15mg, 
Amyloglucosidase 10mg, 
Vegan (HMPC) capsule
In a base of  Alfalfa and Spirulina and  Bilberry",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",27,5060003594734,digestive_aids_n_probiotics
0475,products.product,viridian-0475,viridian-0475,Bromelain 500mg - 30 Veg Caps ,Bromelain 500mg - 30 Veg Caps ,Bromelain 500mg 30 Caps ,viridian,30,caps,110,16.1,T1,Extracted from pineapple stem. ,"Bromelain 500mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",27,5060003594758,digestive_aids_n_probiotics
0477,products.product,viridian-0477,viridian-0477,Bromelain 500mg - 90 Veg Caps ,Bromelain 500mg - 90 Veg Caps ,Bromelain 500mg 90 Caps ,viridian,90,caps,206,41.6,T1,Extracted from pineapple stem. ,"Bromelain 500mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",27,5060003594772,digestive_aids_n_probiotics
0480,products.product,viridian-0480,viridian-0480,Complete Fibre Complex - 90 Veg Caps,Complete Fibre Complex - 90 Veg Caps,Complete Fibre Cmplx 90 Caps,viridian,90,caps,196,20.55,T1,A specifically formulated combination of dietary fibres with added prebiotic to encourage friendly bacteria. ,"Organic linseed 140mg, 
Psyllium husk 140mg, 
Apple pectin 35mg, 
Organic Kelp 30ug, 
Rice Bran 30, 
FOS (fructooligosacharides) 25mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with plenty of water at mealtimes, or as directed by your healthcare professional.",27,5060003594802,digestive_aids_n_probiotics
0482,products.product,viridian-0482,viridian-0482,Clove Bud Complex - 90 Veg Caps,Clove Bud Complex - 90 Veg Caps,Clove Bud Complex 90 Caps,viridian,90,caps,210,25,T1,Combination of familiar country garden botanicals in a vegan capsule.,"Clove bud 165mg, 
Basil Leaf 115mg, 
Rosemary (Rosmarinus officinalis) Extract 75mg, 
Thyme 50mg, 
Magnesium Caprylate 50mg, 
Pumpkin Seed 10:1 20mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement, take one to three capsules daily with food, or as directed by your healthcare practitioner.",31,5060003594826,speciality_nutrients
0483,products.product,viridian-0483,viridian-0483,KiwiZyme 500mg with Aloe vera - 30 Veg Caps,KiwiZyme 500mg with Aloe vera - 30 Veg Caps,KiwiZyme w Aloe Vera 30 Caps,viridian,30,caps,116,33.15,T1,KiwiZyme provides DigestenTM a unique kiwi fruit extract. Combined with Aloe vera inner leaf extract and FOS prebiotic. An easy to take once-daily-use.,"Kiwifruit enzyme powder 500mg, 
Aloe vera extract 25mg, 
FOS (fructooligosacharides) 75mg, 
Vegan (HMPC) capsule",TRUE,0,"Directions: As a food supplement take one to two capsules daily. May be increased to four capsules daily if required, or as recommended by your healthcare professional.",27,5060003594833,digestive_aids_n_probiotics
0500,products.product,viridian-0500,viridian-0500,Organic Ultimate Beauty Oil - 200ml,Organic Ultimate Beauty Oil - 200ml,Orgc Ultimate Beauty Oil 200ml,viridian,200,ml,342,19.5,T1,"A balanced source of 3:6:9 fatty acids including GLA. Contains a broad range of potent antioxidants including vitamin E (full spectrum of tocopherols and tocotrienols) and carotenoids including alpha-carotene, beta carotene and lutein. This delicious oil can be added to smoothies or salad dressing, drizzled over food or simply taken off the spoon. Please do not cook with or heat this delicate nutritional oil as heating destroys vital nutrients and other healthy elements. Store in the cardboard tube provided and keep away from light and heat. Once opened, consume within six weeks. Take daily alongside Viridian's Ultimate Beauty Complex Veg Caps for the ultimate in hair, skin and nails. Certified organic by the Soil Association - better for the planet, better for you. First cold-pressed seeds, nitrogen-flushed in an amber glass jar for protection from light and air.","Organic Flaxseed Oil, 
Organic Hemp oil, 
Organic Avocado Oil, 
Organic Evening Primrose oil, 
Organic Pumpkin seed oil",TRUE,0,"Directions: As a food supplement, take two to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled over vegetables, pasta, rice, potatoes etc… or just taken off the spoon.",16,5060003595007,ultimate_beauty
0501,products.product,viridian-0501,viridian-0501,Organic Ultimate Beauty Oil - 500ml,Organic Ultimate Beauty Oil - 500ml,Orgc Ultimate Beauty Oil 500ml,viridian,500,ml,772,40.5,T1,"A balanced source of 3:6:9 fatty acids including GLA. Contains a broad range of potent antioxidants including vitamin E (full spectrum of tocopherols and tocotrienols) and carotenoids including alpha-carotene, beta carotene and lutein. This delicious oil can be added to smoothies or salad dressing, drizzled over food or simply taken off the spoon. Please do not cook with or heat this delicate nutritional oil as heating destroys vital nutrients and other healthy elements. Store in the cardboard tube provided and keep away from light and heat. Once opened, consume within six weeks. Take daily alongside Viridian's Ultimate Beauty Complex Veg Caps for the ultimate in hair, skin and nails. Certified organic by the Soil Association - better for the planet, better for you. First cold-pressed seeds, nitrogen-flushed in an amber glass jar for protection from light and air.","Organic Flaxseed Oil, 
Organic Hemp oil, 
Organic Avocado Oil, 
Organic Evening Primrose oil, 
Organic Pumpkin seed oil",TRUE,0,"Directions: As a food supplement, take two to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled over vegetables, pasta, rice, potatoes etc… or just taken off the spoon.",16,5060003595014,ultimate_beauty
0502,products.product,viridian-0502,viridian-0502,Organic Omega 3:6:9 Oil - 200ml,Organic Omega 3:6:9 Oil - 200ml,Organic Omega 3:6:9 Oil 200ml,viridian,200,ml,338,15.95,T1,"Ideal nutritional oil for everyday use by the whole family. Alpha Linolenic acid (ALA - Omega 3) contributes towards the maintenance of normal cholesterol levels. Contains gamma linolenic acid (GLA) , small amount of omega-9, a broad range of nutrients including vitamin E (full spectrum of tocopherols and tocotrienols) and carotenoids (alpha-carotene, beta carotene and lutein). Pleasant tasting. Can be drizzled over the top of cooked foods, added to soups or as a dressing for raw salads. Cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light. Grown to Soil Association organic standards.","Organic Flaxseed Oil, 
Organic Hemp oil, 
Organic Avocado Oil, 
Organic Evening Primrose oil, 
Organic Pumpkin seed oil",TRUE,0,"Directions: As a food supplement, take two to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled over vegetables, pasta, rice, potatoes etc… or just taken off the spoon.",31,5060003595021,essential_fatty_acids
0503,products.product,viridian-0503,viridian-0503,Organic Raw Coconut Oil - 500g,Organic Raw Coconut Oil - 500g,Organic Raw Coconut Oil 500g,viridian,500,ml,882,21.9,T0,"Ideal nutritional oil for everyday use by the whole family. Alpha Linolenic acid (ALA - Omega 3) contributes towards the maintenance of normal cholesterol levels. Contains gamma linolenic acid (GLA) , small amount of omega-9, a broad range of nutrients including vitamin E (full spectrum of tocopherols and tocotrienols) and carotenoids (alpha-carotene, beta carotene and lutein). Pleasant tasting. Can be drizzled over the top of cooked foods, added to soups or as a dressing for raw salads. Cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light. Grown to Soil Association organic standards.","Organic Raw, Virgin Coconut Oil",TRUE,0,"Directions: As a food supplement, take two to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled over vegetables, pasta, rice, potatoes etc… or just taken off the spoon.",31,5060003595038,essential_fatty_acids
0505,products.product,viridian-0505,viridian-0505,Organic Golden Flaxseed Oil - 200ml,Organic Golden Flaxseed Oil - 200ml,Orgc Golden Flaxseed Oil 200ml,viridian,200,ml,342,13.9,T1,Grown to Soil Association organic standards.  First cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light.  Alpha linolenic acid (ALA) contributes to the maintenance of normal blood cholesterol levels. ,Organic Flaxseed Oil,TRUE,0,"Directions: As a food supplement, take one to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled onto vegetables, pasta, rice, potatoes etc... or just taken from the spoon.",31,5060003595052,essential_fatty_acids
0506,products.product,viridian-0506,viridian-0506,Organic Golden Flaxseed Oil - 500ml,Organic Golden Flaxseed Oil - 500ml,Orgc Golden Flaxseed Oil 500ml,viridian,500,ml,770,30.35,T1,Grown to Soil Association organic standards.  First cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light.  Alpha linolenic acid (ALA) contributes to the maintenance of normal blood cholesterol levels. ,Organic Flaxseed Oil,TRUE,0,"Directions: As a food supplement, take one to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled onto vegetables, pasta, rice, potatoes etc... or just taken from the spoon.",31,5060003595069,essential_fatty_acids
0510,products.product,viridian-0510,viridian-0510,Organic Hemp Seed Oil - 200ml,Organic Hemp Seed Oil - 200ml,Organic Hemp Seed Oil 200ml,viridian,200,ml,338,16.75,T0,Grown to Soil Association organic standards. First cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light.,Organic Hemp oil,TRUE,0,"Directions: As a food supplement, take one to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled onto vegetables, pasta, rice, potatoes etc... or just taken from the spoon.",31,5060003595106,essential_fatty_acids
0511,products.product,viridian-0511,viridian-0511,Organic Hemp Seed Oil - 500ml,Organic Hemp Seed Oil - 500ml,Organic Hemp Seed Oil 500ml,viridian,500,ml,772,35.55,T0,Grown to Soil Association organic standards. First cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light.,Organic Hemp oil,TRUE,0,"Directions: As a food supplement, take one to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled onto vegetables, pasta, rice, potatoes etc... or just taken from the spoon.",31,5060003595113,essential_fatty_acids
0515,products.product,viridian-0515,viridian-0515,Organic Pumpkin Seed Oil - 200ml,Organic Pumpkin Seed Oil - 200ml,Organic Pumpkin Seed Oil 200ml,viridian,200,ml,338,29.05,T0,"Austrian seeds, toasted to enhance fatty acid content and taste. First cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light. Grown in accordance with Soil Association organic standards.",Organic Pumpkin seed oil,TRUE,0,"Directions: As a food supplement, take one to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled onto vegetables, pasta, rice, potatoes etc... or just taken from the spoon.",31,5060003595151,essential_fatty_acids
0520,products.product,viridian-0520,viridian-0520,Organic Black Seed Oil - 200ml,Organic Black Seed Oil - 200ml,Organic Black Seed Oil 200ml,viridian,200,ml,338,37.5,T1,"Organic Black Seed Oil from Viridian Nutrition is of the highest quality, made exclusively from organic Egyptian Nigella sativa seed, cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light.

Organic Black Seed Oil from Viridian Nutrition is certified organic by the Soil Association.  Organic standards ensure that the Black Seed in our Black Seed Oil are grown without the use of synthetic pesticides of other chemical sprays.  Nigella sativa is an exotic addition to Viridian's extensive essential fatty acid range.  Also known as the Blessed Seed, Black Seed is popular in the Middle and Far East.  With a pleasant aroma and taste, it can be taken internally off the spoon, used as part of a salad dressing or used as a head or chest rub.",Organic Black seed oil,TRUE,0,"Directions: As a food supplement, take one teaspoon daily or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled onto vegetables, pasta, rice, potatoes etc... or just taken from the spoon.  This pungent oil can also be used topically as a traditional massage oil and as an aromatic chest rub.",31,5060003595205,essential_fatty_acids
0521,products.product,viridian-0521,viridian-0521,Organic Black Seed Oil - 500ml,Organic Black Seed Oil - 500ml,Organic Black Seed Oil 500ml,viridian,500,ml,616,72.55,T1,"Organic Black Seed Oil from Viridian Nutrition is of the highest quality, made exclusively from organic Egyptian Nigella sativa seed, cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light.

Organic Black Seed Oil from Viridian Nutrition is certified organic by the Soil Association.  Organic standards ensure that the Black Seed in our Black Seed Oil are grown without the use of synthetic pesticides of other chemical sprays.  Nigella sativa is an exotic addition to Viridian's extensive essential fatty acid range.  Also known as the Blessed Seed, Black Seed is popular in the Middle and Far East.  With a pleasant aroma and taste, it can be taken internally off the spoon, used as part of a salad dressing or used as a head or chest rub.",Organic Black seed oil,TRUE,0,"Directions: As a food supplement, take one teaspoon daily or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled onto vegetables, pasta, rice, potatoes etc... or just taken from the spoon.  This pungent oil can also be used topically as a traditional massage oil and as an aromatic chest rub.",31,5060003595212,essential_fatty_acids
0525,products.product,viridian-0525,viridian-0525,Organic ViridiKid Nutritional Oil Blend - 200ml,Organic ViridiKid Nutritional Oil Blend - 200ml,ViridiKid Nutritional Oil 200ml,viridian,200,ml,336,15.95,T1,"Ideal Omega-3 oil supplement for kids. Pleasantly and naturally flavoured with organic vanilla and organic orange oils. Supplement alongside ViridiKid Multivitamin & Mineral Veg Caps for the ideal programme for kids. Certified organic by the Soil Association - better for the planet, better for you. First cold-pressed, nitrogen-flushed and in amber glass bottle for protection from light and air. ","Organic Flaxseed Oil, 
Organic Hemp oil, 
Organic Avocado Oil, 
Organic Pumpkin seed oil
In a base of Vanilla oil and Orange Oil",TRUE,0,"Directions: As a children’s food supplement, take one to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit smoothies or salads, or just taken from the spoon.
Age 1-2 = 1tsp daily. Age 2-6 = 2tsp daily. Age 6+ = 3tsp daily.",31,5060003595250,essential_fatty_acids
0535,products.product,viridian-0535,viridian-0535,Vegan EPA & DHA Oil - 30ml,Vegan EPA & DHA Oil - 30ml,Vegan EPA & DHA Oil - 30ml,viridian,30,ml,95,29.7,T1,"Vegan EPA & DHA provides the omega-3 fatty acids Eicosapentaenoic acid (EPA) and Docosahexaenoic acid (DHA) from sustainably-grown marine algae.  This product offers a vegan and vegetarian omega 3 oil alternative providing 225mg EPA and DHA per ml. Our Vegan EPA and DHA is formulated with European grown Chia seed oil to supply the full spectrum of omega 3, 6 and 9, along with natural orange oil.","Marine algae, 
Vitamin E (Natural D- Alpha tocopherol)
In a base of Chia seed oil and Orange Oil",TRUE,0,"Directions:
Using the dropper, adults take 0.5ml two to four times daily, children aged 1-12 years,
half adult intake, or as recommended by your health care professional.",31,5060003595359,essential_fatty_acids
0540,products.product,viridian-0540,viridian-0540,Organic Woman 40+ Omega Oil - 200ml,Organic Woman 40+ Omega Oil - 200ml,Orgc Woman 40+ Omega Oil 200ml,viridian,200,ml,336,33.35,T1,"Organic Woman 40+ Omega Oil has naturally contains a broad spectrum of phytonutrients and botanicals. 5% GLA. Alpha linolenic acid (ALA Omega 3) contributes to maintenance of normal cholesterol levels. First cold-pressed, nitrogen flushed and in amber glass for protection from light and air. Grown to Soil Association organic standards.","Organic Flaxseed Oil, 
Organic Borage seed oil, 
Organic Perilla oil, 
Organic Argan oil, 
Organic Evening Primrose oil, 
Organic Sea Buckthorn oil, 
Organic Blackcurrent seed oil",TRUE,0,"Directions: As a food supplement, take two to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled onto vegetables, pasta, rice, potatoes etc... or just taken from the spoon.",31,5060003595403,essential_fatty_acids
0550,products.product,viridian-0550,viridian-0550,Pregnancy Omega Oil - 200ml,Pregnancy Omega Oil - 200ml,Pregnancy Omega Oil 200ml,viridian,200,ml,377,22.3,T1,"For pre-conception, pregnancy and postnatal, especially while breastfeeding. Take daily alongside Viridian's Pregnancy Complex Veg caps for the optimum in mother and baby nutritional support. This nutritional oil is 88% organic.","Organic Flaxseed Oil, 
Organic Hemp oil, 
Rice bran oil, 
Organic Avocado Oil, 
Cranberry seed oil, 
DHA",TRUE,0,"Directions: As a food supplement, take three teaspoons daily with food, or as directed by your healthcare professional. This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled over vegetables, pasta, rice, potatoes etc… or just taken off the spoon.",31,5060003595502,essential_fatty_acids
0571,products.product,viridian-0571,viridian-0571,Organic Clear Skin Omega Oil - 200ml,Organic Clear Skin Omega Oil - 200ml,Clear Skin Omega Oil 200ml,viridian,200,ml,340,28.3,T1,"There are numerous research papers indicating the use of nutrition in skin health and consistent through this research are three factors: Inflammation, Free radical damage and Digestion.  Organic Clear Skin Omega Oil provides a reliable source of omegas 3, 6 and 9 essential fatty acids. Dominant in anti-inflammatory omega 3, this oil also contains a range of fat soluble antioxidants including vitamin E and carotenoids plus phytosterols and flavonoids for the health and maintenance of cellular integrity and membrane fluidity. The synergistic oils included in this blend offer a wide range of sympathetic activities which complement and endorse the actions and applications of each individual oil. Certified organic by the Soil Association. First cold pressed and packaged under a nitrogen blanket to maintain shelf-life. Once opened, refrigerate and consume within 6 weeks. Take alongside Clear Skin Complex Veg Caps which offers digestive support, further fat soluble antioxidants and sympathetic botanicals. ","Organic Flaxseed Oil, 
Organic Perilla oil, 
Organic Avocado Oil, 
Organic Pumpkin seed oil, 
Organic rosehip seed oil, 
Organic Argan oil, 
Organic Sea Buckthorn oil, 
Organic Blackcurrent seed oil, 
Organic Elderberry seed oil,
Organic Pomegranate Seed Oil",TRUE,0,"Directions: As a food supplement, take two or three teaspoons with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled onto vegetables, pasta, rice, potatoes etc... or just taken from the spoon.",31,5060003595717,essential_fatty_acids
0580,products.product,viridian-0580,viridian-0580,Organic Scandinavian Rainbow Trout Oil - 200ml,Organic Scandinavian Rainbow Trout Oil - 200ml,Organic Rainbw Trout Oil 200ml,viridian,200,ml,350,37.05,T1,"Scandinavian Rainbow Trout Oil is a premium fish oil that sets the benchmark for environmental sustainability, nutritional quality, as well as freshness and purity. The world’s first certified organic fish oil.","Organic Scandinavian Raibow Trout Oil
In a base of Orange Oil and Rosemary (Rosmarinus officinalis) Extract",FALSE,Fish,"Directions: As a food supplement for take two softgels daily with food, or as directed by your health professional.",31,5060003595809,essential_fatty_acids
0582,products.product,viridian-0582,viridian-0582,Sust. Scandinavian Rainbow Trout Oil - 90 Soft Gels,Sust. Scandinavian Rainbow Trout Oil - 90 Soft Gels,Sust. Rainbw Trout Oil 90 Gels,viridian,90,caps,338,28.45,T1,"Scandinavian Rainbow Trout Oil is a premium fish oil that sets the benchmark for environmental sustainability, nutritional quality, as well as freshness and purity. In softgel capsules.","Organic Scandinavian Raibow Trout Oil
In a base of Rosemary (Rosmarinus officinalis) Extract",FALSE,Fish,"Directions: As a food supplement for adults, take one to three teaspoons daily. For children aged 1 to 12, take one teaspoon daily, or as directed by your health professional.",31,5060003595823,essential_fatty_acids
0590,products.product,viridian-0590,viridian-0590,Organic Joint Omega Oil - 200ml,Organic Joint Omega Oil - 200ml,Orgc Joint Omega Oil - 200ml,viridian,200,ml,338,23.35,T1,"A blend of nutritional oils (omega-3 essential fatty acid dominant) with the addition of fruit and spice oils to enhance the supplement and the flavour. Perilla seed is one of nature's richest sources of omega 3 fatty acid. Alpha linolenic acid (ALA) contributes to the maintenance of normal blood cholesterol levels. This nutritional oil is 95% organic, certified by the Soil Association. Better for the environment and better for you. First cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light. Take alongside Joint Complex Veg Caps from Viridian Nutrition.","Organic Perilla oil, 
Organic Pumpkin seed oil, 
Organic Borage seed oil, 
Organic Black seed oil, 
Fruit Antioxidant Complex , 
Spice Infusion Complex",TRUE,0,"Directions: As a food supplement, take three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled over vegetables,
pasta, rice, potatoes etc… or just taken off the spoon.",31,5060003595908,essential_fatty_acids
0593,products.product,viridian-0593,viridian-0593,Organic Raw Coconut Oil - 25g,Organic Raw Coconut Oil - 25g,Organic Raw Coconut Oil - 25g,viridian,25,g,72,4.9,T0,"Ideal nutritional oil for everyday use by the whole family. Alpha Linolenic acid (ALA - Omega 3) contributes towards the maintenance of normal cholesterol levels. Contains gamma linolenic acid (GLA) , small amount of omega-9, a broad range of nutrients including vitamin E (full spectrum of tocopherols and tocotrienols) and carotenoids (alpha-carotene, beta carotene and lutein). Pleasant tasting. Can be drizzled over the top of cooked foods, added to soups or as a dressing for raw salads. Cold-pressed and bottled in amber glass bottles under a blanket of nitrogen to protect the oil from air and light. Grown to Soil Association organic standards.","Organic Raw, Virgin Coconut Oil",TRUE,0,"Directions: As a food supplement, take two to three teaspoons daily with food, or as directed by your healthcare professional.  This highly nutritious oil can be added to fruit or vegetable smoothies, salad dressings, dips, soups or as a condiment drizzled over vegetables, pasta, rice, potatoes etc… or just taken off the spoon.",31,5060003595939,essential_fatty_acids
0600,products.product,viridian-0600,viridian-0600,Organic Echinacea Tincture - 50ml,Organic Echinacea Tincture - 50ml,Orgc Echinacea Tincture 50ml,viridian,50,ml,108,14.55,T1,"100% Organic Echinacea tincture is made with the whole Echinacea purpurea plant.  100% organic and natural, no synthetics whatsoever.  The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam.  Created in the United Kingdom using traditional craft skills and plant knowledge.  Certified organic by the Soil Association.","Organic Echinacea Purpurea , 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.",31,5060003596004,organic_plant_tinctures
0601,products.product,viridian-0601,viridian-0601,Organic Echinacea Tincture - 100ml,Organic Echinacea Tincture - 100ml,Orgc Echinacea Tincture 100ml,viridian,100,ml,192,26.2,T1,"100% Organic Echinacea tincture is made with the whole Echinacea purpurea plant.  100% organic and natural, no synthetics whatsoever.  The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam.  Created in the United Kingdom using traditional craft skills and plant knowledge.  Certified organic by the Soil Association.","Organic Echinacea Purpurea , 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.",28,5060003596011,organic_plant_tinctures
0604,products.product,viridian-0604,viridian-0604,Organic California Poppy Tincture - 50ml,Organic California Poppy Tincture - 50ml,California Poppy Tincture 50ml,viridian,50,ml,108,14.55,T1,"100% Organic Californian Poppy tincture is made with fresh Eschscholzia californica flowering herb. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Californian Poppy , 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.  Children under 12, half adult amount.",28,5060003596042,organic_plant_tinctures
0606,products.product,viridian-0606,viridian-0606,Organic Milk Thistle Tincture - 50ml,Organic Milk Thistle Tincture - 50ml,Milk Thistle Tincture 50ml,viridian,50,ml,104,14.55,T1,"100% Organic Milk Thistle tincture is made with Silybum marianum seeds. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Milk Thistle seed, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.  Children under 12, half adult amount.  Please shake bottle before use to distribute the natural lipids in suspension.",28,5060003596066,organic_plant_tinctures
0607,products.product,viridian-0607,viridian-0607,Organic Ginkgo Biloba Tincture - 50ml,Organic Ginkgo Biloba Tincture - 50ml,Ginkgo Biloba Tincture 50ml,viridian,50,ml,106,0,T1,"100% Organic Ginkgo tincture is made with fresh Ginkgo biloba leaves. Our leaves come from the ancient Ginkgo biloba tree at Kinnersley Castle in Herefordshire. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Water, Organic Alcohol & organic fresh ginkgo extract.",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.  Children under 12, half adult amount.",28,5060003596073,organic_plant_tinctures
0608,products.product,viridian-0608,viridian-0608,Organic Cleavers Tincture - 50ml,Organic Cleavers Tincture - 50ml,Organic Cleavers Tincture 50ml,viridian,50,ml,112,14.55,T1,"100% Organic Cleavers tincture is made with fresh Gallum aparine herb. 100% organic and natural, no synthetics whatsoever. The tincture extraction technique involves pure organic alcohol which draws elements from within the plant into the solution. To remove/lessen the alcohol content, simply add the required amount to an egg cup of freshly boiled water and leave to cool; the majority of the alcohol will evaporate with the steam. Created in the United Kingdom using traditional craft skills and plant knowledge. Certified organic by the Soil Association.","Organic Cleavers whole herb, 
Organic alcohol",TRUE,0,"Directions: Take 15 - 30 drops, 2 -3 times daily in a little fruit juice or water.",28,5060003596080,organic_plant_tinctures
